Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
ALEX* ;x,Terrorist,-1744.62,289.695,-63.96875,Knife,100,100,0,0,0,False,True,False,86.83594,14.41406
ALEX* ;x,Terrorist,-1292.707,254.5772,-47.96875,Knife,100,100,151.272,199.0396,0,False,True,False,17.92969,6.679688
ALEX* ;x,Terrorist,-1283.671,267.3221,-47.96875,Knife,100,100,139.6036,207.3906,0,False,True,False,19.33594,7.03125
ALEX* ;x,Terrorist,-1274.3,282.1918,-47.96875,Knife,100,100,128.5268,214.4315,0,False,True,False,20.74219,7.03125
ALEX* ;x,Terrorist,-1267.498,294.0505,-49.85038,Knife,100,100,121.4928,218.4937,0,False,True,False,21.44531,7.03125
ALEX* ;x,Terrorist,-1259.244,309.5696,-55.96875,Knife,100,100,114.409,222.2849,0,False,True,False,22.14844,6.679688
ALEX* ;x,Terrorist,-1252.267,323.5504,-55.96875,Knife,100,100,109.6218,224.6844,0,False,True,False,22.5,6.328125
ALEX* ;x,Terrorist,-1246.378,335.8889,-55.96875,Knife,100,100,106.3303,226.2606,0,False,True,False,22.5,5.625
ALEX* ;x,Terrorist,-1239.036,351.8601,-55.96875,Knife,100,100,103.0371,227.7792,0,False,True,False,22.5,4.921875
ALEX* ;x,Terrorist,-1232.675,366.1315,-55.96875,Knife,100,100,100.9048,228.7318,0,False,True,False,22.5,4.921875
ALEX* ;x,Terrorist,-1227.202,378.6601,-55.96875,Knife,100,100,99.51162,229.3413,0,False,True,False,22.5,4.570313
ALEX* ;x,Terrorist,-1220.253,394.8062,-55.96875,Knife,100,100,98.44179,229.8026,0,False,True,False,22.14844,3.867188
ALEX* ;x,Terrorist,-1214.871,407.3746,-55.96875,Knife,100,100,98.50974,229.7734,0,False,True,False,21.44531,3.164063
ALEX* ;x,Terrorist,-1208.677,421.7191,-55.96875,Knife,100,100,99.76044,229.2332,0,False,True,False,20.03906,2.109375
ALEX* ;x,Terrorist,-1201.567,437.7951,-55.96875,Knife,100,100,102.3488,228.0893,0,False,True,False,18.63281,1.757813
ALEX* ;x,Terrorist,-1195.063,452.0023,-55.96875,Knife,100,100,105.494,226.6518,0,False,True,False,17.22656,1.757813
ALEX* ;x,Terrorist,-1189.182,464.3443,-55.96875,Knife,100,100,109.2417,224.8694,0,False,True,False,15.46875,1.757813
ALEX* ;x,Terrorist,-1180.676,476.9142,-55.96875,Knife,100,100,155.077,183.9575,0,False,True,False,13.00781,1.40625
ALEX* ;x,Terrorist,-1168.214,488.362,-55.96875,Knife,100,100,193.1487,147.2176,0,False,True,False,10.54688,1.054688
ALEX* ;x,Terrorist,-1156.932,495.6673,-55.96875,Knife,100,100,215.3277,124.0038,0,False,True,False,9.140625,1.054688
ALEX* ;x,Terrorist,-1141.138,503.3504,-55.96875,Knife,100,100,229.8951,98.22549,0,False,True,False,9.140625,1.054688
ALEX* ;x,Terrorist,-1126.521,508.863,-51.22569,Knife,100,100,236.4461,81.19886,0,False,True,False,9.140625,1.054688
ALEX* ;x,Terrorist,-1113.475,512.9473,-44.70256,Knife,100,100,239.9252,70.25601,0,False,True,False,9.140625,1.054688
ALEX* ;x,Terrorist,-1096.491,517.4766,-39.96875,Knife,100,100,242.5948,60.39681,0,False,True,False,9.140625,1.054688
ALEX* ;x,Terrorist,-1081.278,521.0364,-39.96875,Knife,100,100,243.9733,54.562,0,False,True,False,8.789063,1.054688
ALEX* ;x,Terrorist,-1067.905,523.8828,-39.96875,Knife,100,100,244.8891,50.29219,0,False,True,False,8.4375,1.40625
ALEX* ;x,Terrorist,-1050.653,527.2493,-39.96875,Knife,100,100,245.7136,46.09579,0,False,True,False,8.085938,1.40625
ALEX* ;x,Terrorist,-1037.2,529.6841,-39.96875,Knife,100,100,246.1995,43.42585,0,False,True,False,8.085938,1.054688
ALEX* ;x,Terrorist,-1019.871,532.6334,-39.96875,Knife,100,100,246.6332,40.89107,0,False,True,False,8.085938,1.054688
ALEX* ;x,Terrorist,-1004.446,535.1292,-39.96875,Knife,100,100,246.9003,39.24572,0,False,True,False,8.085938,1.054688
ALEX* ;x,Terrorist,-990.9379,537.2371,-39.96875,Knife,100,100,247.085,38.06565,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-973.5577,539.8677,-39.96875,Knife,100,100,247.2546,36.9483,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-958.1003,542.1508,-39.96875,Knife,100,100,247.3605,36.23211,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-944.5706,544.1169,-39.96875,Knife,100,100,247.4289,35.76226,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-927.1701,546.6097,-31.96875,Knife,100,100,247.5088,35.20472,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-913.6328,548.5222,-31.96875,Knife,100,100,247.5663,34.79862,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-898.158,550.6837,-31.96875,Knife,100,100,247.6176,34.43106,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-880.7457,553.0923,-31.96875,Knife,100,100,247.6591,34.13197,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-867.2011,554.9534,-31.96875,Knife,100,100,247.6826,33.96096,0,False,True,False,7.734375,1.054688
ALEX* ;x,Terrorist,-851.7199,557.0679,-31.96875,Knife,100,100,247.7243,33.65493,0,False,True,False,7.382813,1.054688
ALEX* ;x,Terrorist,-834.295,559.3843,-31.96875,Knife,100,100,247.9339,32.0749,0,False,True,False,5.625,0.703125
ALEX* ;x,Terrorist,-818.7868,561.2905,-31.96875,Knife,100,100,248.2857,29.22717,0,False,True,False,4.570313,0.703125
ALEX* ;x,Terrorist,-805.2009,562.8208,-31.96875,Knife,100,100,248.5231,27.13456,0,False,True,False,4.570313,0.703125
ALEX* ;x,Terrorist,-787.7181,564.6477,-31.96875,Knife,100,100,248.7303,25.16414,0,False,True,False,4.570313,0.703125
ALEX* ;x,Terrorist,-772.1678,566.1743,-31.96875,Knife,100,100,248.8544,23.9053,0,False,True,False,4.570313,0.703125
ALEX* ;x,Terrorist,-758.5572,567.4685,-20.90455,Knife,100,100,248.8792,23.64668,267.6184,False,True,False,4.570313,0.703125
ALEX* ;x,Terrorist,-741.0576,569.1313,-4.065174,Knife,100,100,248.8792,23.64668,211.3684,False,True,False,4.570313,0.703125
ALEX* ;x,Terrorist,-725.5024,570.6093,7.582842,Knife,100,100,248.8792,23.64668,161.3684,False,True,False,5.273438,1.40625
ALEX* ;x,Terrorist,-711.8917,571.9026,15.21137,Knife,100,100,248.8792,23.64668,117.6184,False,True,False,5.625,2.109375
ALEX* ;x,Terrorist,-694.3921,573.5654,21.50386,Knife,100,100,248.8792,23.64668,61.36838,False,True,False,5.625,2.460938
ALEX* ;x,Terrorist,-680.7813,574.8586,23.66364,Knife,100,100,248.8792,23.64668,17.61838,False,True,False,5.273438,2.8125
ALEX* ;x,Terrorist,-663.2817,576.5214,22.92488,Knife,100,100,248.8792,23.64668,-38.63162,False,True,False,4.570313,3.164063
ALEX* ;x,Terrorist,-647.7266,577.9995,18.94789,Knife,100,100,248.8792,23.64668,0,False,True,False,3.867188,3.164063
ALEX* ;x,Terrorist,-634.8557,579.154,24.3452,Knife,100,100,241.5517,20.39069,0,False,True,False,2.8125,2.8125
ALEX* ;x,Terrorist,-617.4255,580.4607,33.26615,Knife,100,100,249.4375,16.76096,0,False,True,False,1.054688,2.460938
ALEX* ;x,Terrorist,-601.8201,581.2144,45.04115,Knife,100,100,249.8451,8.799253,280.1184,False,True,False,357.1875,2.460938
ALEX* ;x,Terrorist,-588.1567,581.6955,59.16382,Knife,100,100,249.8451,8.799253,236.3684,False,True,False,346.2891,3.164063
ALEX* ;x,Terrorist,-572.5667,577.2228,73.80592,Knife,100,100,191.4789,-120.3733,180.1184,False,True,False,326.25,5.976563
ALEX* ;x,Terrorist,-563.4095,566.4309,83.5008,Knife,100,100,119.3644,-198.7065,130.1184,False,True,False,307.6172,8.4375
ALEX* ;x,Terrorist,-557.7537,555.0383,89.42035,Knife,100,100,90.58086,-214.6532,86.36838,False,True,False,293.2031,10.19531
ALEX* ;x,Terrorist,-553.0755,539.4174,93.51554,Knife,100,100,46.27169,-226.7777,30.11838,False,True,False,279.4922,11.60156
ALEX* ;x,Terrorist,-552.0974,525.0992,93.83537,Knife,100,100,-28.97268,-230.1167,-19.88162,False,True,False,270.3516,12.65625
ALEX* ;x,Terrorist,-554.2215,512.5289,91.55173,Knife,100,100,-44.39107,-229.5916,-63.63162,False,True,False,266.4844,12.30469
ALEX* ;x,Terrorist,-557.6207,496.4064,85.10008,Knife,100,100,-49.29021,-229.2228,-119.8816,False,True,False,265.0781,10.19531
ALEX* ;x,Terrorist,-560.7693,482.6701,80.67018,Knife,100,100,-51.46703,-210.3381,-21.875,False,True,False,266.1328,8.085938
ALEX* ;x,Terrorist,-563.584,471.1671,78.2776,Knife,100,100,-51.46703,-210.3381,-65.625,False,True,False,266.1328,7.03125
ALEX* ;x,Terrorist,-567.2029,456.3776,71.68581,Knife,100,100,-51.46703,-210.3381,-121.875,False,True,False,266.1328,5.976563
ALEX* ;x,Terrorist,-570.4197,443.2314,62.50612,Knife,100,100,-51.46703,-210.3381,-171.875,False,True,False,266.8359,4.570313
ALEX* ;x,Terrorist,-573.2344,431.7284,51.91042,Knife,100,100,-51.46703,-210.3381,-215.625,False,True,False,267.5391,2.8125
ALEX* ;x,Terrorist,-575.5358,418.191,42.03125,Knife,100,100,84.51048,-63.38285,0,False,True,False,268.9453,0.3515625
ALEX* ;x,Terrorist,-569.0077,412.9502,42.03125,Knife,100,100,117.4262,-99.6143,0,False,True,False,269.2969,358.5938
ALEX* ;x,Terrorist,-561.9247,406.6754,42.03125,Knife,100,100,137.8205,-125.0943,0,False,True,False,269.6484,358.2422
ALEX* ;x,Terrorist,-560.051,395.8897,42.03125,Knife,100,100,-0.6093284,-173.5743,0,False,True,False,269.6484,358.2422
ALEX* ;x,Terrorist,-560.0995,385.498,42.03125,Knife,100,100,-1.075619,-201.2934,0,False,True,False,269.6484,358.2422
ALEX* ;x,Terrorist,-560.187,370.2649,42.03125,Knife,100,100,-1.258708,-227.5962,0,False,True,False,270,358.2422
ALEX* ;x,Terrorist,-560.2448,355.4203,42.03125,Knife,100,100,-0.50115,-244.4733,0,False,True,False,270.7031,358.2422
ALEX* ;x,Terrorist,-560.2198,339.844,52.14157,Knife,100,100,1.195182,-249.9971,0,False,True,False,271.7578,358.5938
ALEX* ;x,Terrorist,-560.0646,324.2198,62.55769,Knife,100,100,3.586325,-249.9743,0,False,True,False,272.8125,358.5938
ALEX* ;x,Terrorist,-559.739,308.5983,72.97204,Knife,100,100,6.540042,-249.9144,0,False,True,False,273.8672,358.5938
ALEX* ;x,Terrorist,-559.2922,294.9338,82.08166,Knife,100,100,9.431452,-249.822,0,False,True,False,274.5703,358.9453
ALEX* ;x,Terrorist,-558.4684,277.3752,93.78739,Knife,100,100,13.62782,-249.6283,0,False,True,False,275.9766,359.6484
ALEX* ;x,Terrorist,-557.4668,261.7826,104.1825,Knife,100,100,17.94904,-249.3548,0,False,True,False,277.3828,0
ALEX* ;x,Terrorist,-556.3658,248.1552,113.2674,Knife,100,100,21.73921,-249.053,0,False,True,False,278.0859,0.3515625
ALEX* ;x,Terrorist,-554.6697,230.6593,124.9314,Knife,100,100,25.86122,-248.6588,0,False,True,False,278.4375,0.3515625
ALEX* ;x,Terrorist,-553.173,217.0697,133.9911,Knife,100,100,28.45967,-248.3748,0,False,True,False,278.7891,0.3515625
ALEX* ;x,Terrorist,-551.2952,201.558,144.3322,Knife,100,100,31.29226,-248.0339,0,False,True,False,279.4922,1.054688
ALEX* ;x,Terrorist,-549.731,184.1331,155.9488,Knife,100,100,0.7711363,-247.1612,0,False,True,False,280.5469,1.757813
ALEX* ;x,Terrorist,-550.9333,170.655,164.9342,Knife,100,100,-37.37594,-246.1164,0,False,True,False,281.9531,2.460938
ALEX* ;x,Terrorist,-552.2672,155.096,175.3069,Knife,100,100,-9.56354,-249.817,0,False,True,False,284.4141,3.867188
ALEX* ;x,Terrorist,-551.8392,137.5322,182.0313,Knife,100,100,18.49888,-249.3147,0,False,True,False,290.0391,5.976563
ALEX* ;x,Terrorist,-550.1653,123.9672,182.0313,Knife,100,100,39.56509,-246.8493,0,False,True,False,294.6094,7.03125
ALEX* ;x,Terrorist,-546.0627,109.401,182.0313,Knife,100,100,92.31284,-214.3249,0,False,True,False,301.9922,8.085938
ALEX* ;x,Terrorist,-537.2263,96.43896,182.0313,Knife,100,100,149.7836,-159.4617,0,False,True,False,316.0547,8.085938
ALEX* ;x,Terrorist,-526.5093,88.30002,182.0313,Knife,100,100,186.4436,-107.6352,0,False,True,False,325.8984,8.4375
ALEX* ;x,Terrorist,-515.5762,83.76179,182.0313,Knife,100,100,208.9229,-65.15675,0,False,True,False,331.5234,8.085938
ALEX* ;x,Terrorist,-500.0742,81.05331,182.0313,Knife,100,100,228.4909,-18.89735,0,False,True,False,334.6875,7.382813
ALEX* ;x,Terrorist,-487.2296,80.91824,182.0313,Knife,100,100,239.2458,8.80794,0,False,True,False,335.0391,7.382813
ALEX* ;x,Terrorist,-470.1108,79.9532,182.0313,Knife,100,100,246.4774,-29.78829,0,False,True,False,335.0391,7.382813
ALEX* ;x,Terrorist,-454.7376,77.21796,182.0313,Knife,100,100,244.2625,-53.25246,0,False,True,False,335.0391,7.382813
ALEX* ;x,Terrorist,-441.493,73.83397,189.1782,Knife,100,100,240.6622,-67.68818,0,False,True,False,335.0391,7.382813
ALEX* ;x,Terrorist,-424.7346,68.53551,190.7979,Knife,100,100,236.5617,-80.86141,0,False,True,False,334.3359,7.382813
ALEX* ;x,Terrorist,-410.0667,63.99023,192.0198,Knife,100,100,234.1835,-5.250465,0,False,True,False,331.1719,7.382813
ALEX* ;x,Terrorist,-397.1664,62.57656,192.0198,Knife,100,100,233.7121,-43.44229,0,False,True,False,325.8984,8.4375
ALEX* ;x,Terrorist,-383.0158,56.59508,192.0198,Knife,100,100,176.5735,-114.9481,0,False,True,False,319.5703,10.19531
ALEX* ;x,Terrorist,-373.6087,47.70345,192.0198,Knife,100,100,130.8156,-161.4594,0,False,True,False,312.8906,11.60156
ALEX* ;x,Terrorist,-367.6517,37.89199,192.0198,Knife,100,100,92.68475,-191.5839,0,False,True,False,305.8594,12.65625
ALEX* ;x,Terrorist,-360.9179,23.63404,192.0198,Knife,100,100,101.5521,-210.8409,0,False,True,False,294.9609,14.0625
ALEX* ;x,Terrorist,-354.5075,9.876688,192.0198,Knife,100,100,102.1577,-227.0661,0,False,True,False,288.9844,14.0625
ALEX* ;x,Terrorist,-349.0383,-2.653523,198.8048,Knife,100,100,99.37328,-229.4013,280.1184,False,True,False,290.7422,14.76563
ALEX* ;x,Terrorist,-342.051,-18.78331,216.5232,Knife,100,100,99.37328,-229.4013,223.8684,False,True,False,297.0703,15.82031
ALEX* ;x,Terrorist,-336.7381,-31.39693,227.5697,Knife,100,100,95.47961,-231.5849,180.1184,False,True,False,299.5313,16.17188
ALEX* ;x,Terrorist,-330.9039,-45.9432,237.2645,Knife,100,100,88.38496,-235.3794,130.1184,False,True,False,297.4219,16.17188
ALEX* ;x,Terrorist,-324.3153,-62.35001,244.4358,Knife,100,100,109.8361,-226.5823,73.86838,False,True,False,291.7969,16.17188
ALEX* ;x,Terrorist,-317.0878,-76.37329,247.49,Knife,100,100,115.8009,-224.3129,23.86838,False,True,False,288.9844,15.82031
ALEX* ;x,Terrorist,-310.7549,-88.64038,247.599,Knife,100,100,115.8009,-224.3129,-19.88162,False,True,False,290.3906,15.82031
ALEX* ;x,Terrorist,-301.3036,-103.8223,244.2234,Knife,100,100,154.5046,-205.4608,-76.13162,False,True,False,300.2344,15.82031
ALEX* ;x,Terrorist,-289.8864,-115.3765,237.9026,Knife,100,100,203.9521,-166.6094,-126.1316,False,True,False,314.2969,14.76563
ALEX* ;x,Terrorist,-277.491,-123.0057,229.8084,Knife,100,100,242.3345,-117.49,-169.8816,False,True,False,327.6563,14.0625
ALEX* ;x,Terrorist,-259.3564,-129.1002,215.886,Knife,100,100,267.6529,-63.60664,-226.1316,False,True,False,340.3125,14.76563
ALEX* ;x,Terrorist,-242.2721,-131.8856,200.1904,Knife,100,100,276.6833,-31.47411,-276.1316,False,True,False,347.3438,17.22656
ALEX* ;x,Terrorist,-224.7911,-132.7963,181.3697,Knife,100,100,281.3833,-2.736549,-326.1316,False,True,False,353.3203,19.6875
ALEX* ;x,Terrorist,-207.1444,-132.2771,159.424,Knife,100,100,282.8968,16.90004,-376.1316,False,True,False,357.1875,20.03906
ALEX* ;x,Terrorist,-189.4515,-130.5796,134.3533,Knife,100,100,283.0554,35.78813,-426.1316,False,True,False,1.054688,19.6875
ALEX* ;x,Terrorist,-171.8136,-127.4458,106.1575,Knife,100,100,281.0613,62.68583,-476.1316,False,True,False,6.679688,17.57813
ALEX* ;x,Terrorist,-154.4031,-122.5429,74.83677,Knife,100,100,276.4129,89.83624,-526.1316,False,True,False,11.95313,12.30469
ALEX* ;x,Terrorist,-139.381,-117.2278,44.86765,Knife,100,100,273.5543,101.756,-569.8816,False,True,False,14.41406,7.03125
ALEX* ;x,Terrorist,-124.8756,-112.5287,22.61612,Knife,97,100,123.752,34.18441,0,False,True,False,16.17188,1.40625
ALEX* ;x,Terrorist,-116.6836,-110.2413,23.45389,Knife,97,100,136.8672,38.48472,0,False,True,False,16.17188,1.054688
ALEX* ;x,Terrorist,-108.8244,-108.0174,24.26213,Knife,97,100,148.9227,42.31016,0,False,True,False,16.17188,1.054688
ALEX* ;x,Terrorist,-97.72215,-104.8465,25.43391,Knife,97,100,165.209,47.35057,0,False,True,False,16.17188,1.054688
ALEX* ;x,Terrorist,-88.27483,-102.1314,26.48445,Knife,97,100,178.4829,51.38551,0,False,True,False,16.17188,1.054688
ALEX* ;x,Terrorist,-76.74302,-98.43655,27.78349,Knife,97,100,183.0985,76.14608,0,False,True,False,16.17188,1.054688
ALEX* ;x,Terrorist,-64.13709,-91.23965,29.49004,Knife,97,100,185.8961,109.3505,0,False,True,False,15.82031,1.054688
ALEX* ;x,Terrorist,-51.59913,-84.70515,31.23638,Knife,97,100,211.032,100.8265,0,False,True,False,14.41406,0
ALEX* ;x,Terrorist,-39.50313,-79.45145,32.76044,Knife,97,100,228.2441,92.37155,0,False,True,False,11.95313,358.2422
ALEX* ;x,Terrorist,-22.99096,-73.50214,34.65391,Knife,97,100,237.609,77.73006,0,False,True,False,9.140625,356.4844
ALEX* ;x,Terrorist,-9.887719,-69.60429,36.03053,Knife,97,100,240.9527,66.64696,0,False,True,False,7.734375,355.4297
ALEX* ;x,Terrorist,3.134033,-66.29246,37.31263,AK47,97,100,209.3852,48.81414,0,False,True,False,6.328125,354.375
ALEX* ;x,Terrorist,17.93877,-63.24102,38.60376,AK47,97,100,211.3853,39.2586,0,False,True,False,4.570313,352.6172
ALEX* ;x,Terrorist,29.53706,-61.31398,39.3793,AK47,97,100,212.5626,32.28249,0,False,True,False,2.8125,350.8594
ALEX* ;x,Terrorist,42.80676,-59.30203,40.24578,AK47,97,100,209.7547,42.19101,0,False,True,False,1.757813,349.4531
ALEX* ;x,Terrorist,57.11317,-54.67438,41.44551,AK47,97,100,198.5714,82.42823,0,False,True,False,1.054688,349.1016
ALEX* ;x,Terrorist,67.73139,-49.62982,42.50984,AK47,97,100,194.9353,90.69295,0,False,True,False,0.703125,348.75
ALEX* ;x,Terrorist,81.90872,-44.41832,43.76632,AK47,97,100,205.8923,61.91418,0,False,True,False,358.9453,348.0469
ALEX* ;x,Terrorist,94.96645,-41.26597,44.74561,AK47,97,100,210.7867,42.35553,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,106.5675,-39.36219,45.51878,AK47,97,100,212.9404,29.68844,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,121.597,-37.75344,46.42781,AK47,97,100,214.2366,18.10194,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,135.0054,-36.87726,47.17839,AK47,97,100,214.7055,11.25012,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,146.7533,-36.39843,47.80483,AK47,97,100,214.8836,7.072786,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,161.8664,-36.05811,48.58094,AK47,97,100,214.9752,3.266182,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,175.3034,-35.94176,49.25085,AK47,97,100,214.9982,0.8804013,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,187.1276,-35.94563,49.82889,Knife,97,100,220.6346,-0.813927,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,203.4885,-36.08492,50.61423,Knife,97,100,241.28,-2.813202,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,217.0291,-36.27488,51.25613,Knife,97,100,249.97,-3.874768,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,232.6518,-36.5433,51.99142,Knife,97,100,249.9579,-4.58957,0,False,True,False,358.5938,347.3438
ALEX* ;x,Terrorist,250.2265,-36.88987,53.20364,Knife,97,100,249.9465,-5.170757,0,False,True,False,358.5938,347.6953
ALEX* ;x,Terrorist,265.8478,-37.22673,54.52596,Knife,97,100,249.9385,-5.543505,0,False,True,False,358.5938,347.6953
ALEX* ;x,Terrorist,279.5059,-37.40226,55.69495,Knife,97,100,248.5585,6.684033,0,False,True,False,358.5938,347.6953
ALEX* ;x,Terrorist,296.5411,-34.61377,57.47778,Knife,97,100,237.8013,63.16552,0,False,True,False,358.5938,347.6953
ALEX* ;x,Terrorist,311.1363,-29.34093,59.56866,Knife,97,100,229.6204,98.86601,0,False,True,False,358.5938,347.6953
ALEX* ;x,Terrorist,323.4572,-23.4198,61.95858,Knife,97,100,226.7614,105.2581,0,False,True,False,358.5938,347.6953
ALEX* ;x,Terrorist,339.9729,-17.44665,64.85951,Knife,97,100,239.9044,70.32699,0,False,True,False,358.5938,348.0469
ALEX* ;x,Terrorist,353.2637,-14.25721,66.87981,Knife,97,100,244.9353,50.06679,0,False,True,False,358.2422,348.3984
ALEX* ;x,Terrorist,368.6879,-11.78059,68.33851,Knife,97,100,247.9151,32.21948,0,False,True,False,357.1875,348.75
ALEX* ;x,Terrorist,386.1852,-10.12316,69.81578,Knife,97,100,249.3935,17.40273,0,False,True,False,356.8359,349.1016
ALEX* ;x,Terrorist,399.8395,-9.440822,70.87445,Knife,97,100,249.831,9.189983,0,False,True,False,356.8359,349.4531
ALEX* ;x,Terrorist,417.4134,-9.075683,76.44927,Knife,97,100,249.9773,3.366366,286.3684,False,True,False,356.8359,350.1563
ALEX* ;x,Terrorist,433.0369,-8.865287,92.78478,Knife,97,100,249.9773,3.366366,236.3684,False,True,False,356.4844,350.8594
ALEX* ;x,Terrorist,448.6604,-8.654891,105.9952,Knife,97,100,249.9773,3.366366,186.3684,False,True,False,356.4844,351.5625
ALEX* ;x,Terrorist,464.284,-8.444495,116.0807,Knife,97,100,249.9773,3.366366,136.3684,False,True,False,356.1328,352.2656
ALEX* ;x,Terrorist,479.9075,-8.234099,123.0411,Knife,97,100,249.9773,3.366366,86.36838,False,True,False,355.7813,352.6172
ALEX* ;x,Terrorist,493.4944,-9.143488,126.5681,Knife,97,100,247.2287,-31.97855,42.61838,False,True,False,355.4297,352.9688
ALEX* ;x,Terrorist,510.773,-12.61933,127.587,Knife,97,100,245.3186,-54.16518,-13.63162,False,True,False,354.375,353.6719
ALEX* ;x,Terrorist,526.09,-16.1515,125.1725,Knife,97,100,244.8401,-58.58794,-63.63162,False,True,False,353.3203,354.375
ALEX* ;x,Terrorist,539.4688,-19.44624,120.4963,AK47,97,100,244.5716,-60.79953,-107.3816,False,True,False,352.9688,354.7266
ALEX* ;x,Terrorist,556.6651,-23.72121,110.9684,AK47,97,100,244.5716,-60.79953,-163.6316,False,True,False,352.9688,354.7266
ALEX* ;x,Terrorist,570.04,-27.04618,100.8234,AK47,97,100,244.5716,-60.79953,-207.3816,False,True,False,352.9688,354.7266
ALEX* ;x,Terrorist,585.3257,-30.84616,86.29952,AK47,97,100,244.5716,-60.79953,-257.3816,False,True,False,352.9688,354.7266
ALEX* ;x,Terrorist,597.2842,-35.26476,81.63698,AK47,97,100,148.4616,-78.44556,0,False,True,False,355.4297,354.0234
ALEX* ;x,Terrorist,606.7468,-41.21515,81.90783,AK47,97,100,153.759,-106.7078,0,False,True,False,357.8906,353.6719
ALEX* ;x,Terrorist,615.4976,-47.13975,81.87128,AK47,97,100,168.8076,-99.97411,0,False,True,False,357.8906,353.6719
ALEX* ;x,Terrorist,628.3445,-53.09032,82.21495,AK47,97,100,192.628,-73.69209,0,False,True,False,357.8906,353.6719
ALEX* ;x,Terrorist,640.9411,-57.07539,82.7924,AK47,97,100,207.4034,-56.64659,0,False,True,False,357.8906,353.6719
ALEX* ;x,Terrorist,652.0529,-60.89862,83.25936,AK47,97,100,199.9186,-79.10465,0,False,True,False,8.085938,356.1328
ALEX* ;x,Terrorist,665.8506,-66.99549,83.59323,AK47,97,100,189.6138,-98.58662,0,False,True,False,30.58594,359.2969
ALEX* ;x,Terrorist,677.2936,-74.00735,83.55884,AK47,97,100,179.4222,-118.4596,0,False,True,False,49.21875,0.3515625
ALEX* ;x,Terrorist,687.071,-80.53794,83.43442,AK47,97,100,179.2067,-118.7854,0,False,True,False,59.76563,0.703125
ALEX* ;x,Terrorist,699.8652,-88.58714,82.29374,AK47,97,100,184.6347,-110.1591,0,False,True,False,67.14844,0.703125
ALEX* ;x,Terrorist,708.2702,-93.65841,81.5177,AK47,97,100,114.227,-73.72246,0,False,True,False,68.90625,0.703125
ALEX* ;x,Terrorist,712.113,-96.83723,81.03127,AK47,97,100,10.93254,-23.12996,0,False,True,False,68.20313,0.3515625
ALEX* ;x,Terrorist,710.6666,-96.8422,81.01527,AK47,97,100,-44.47966,12.73548,0,False,True,False,66.79688,359.6484
ALEX* ;x,Terrorist,706.9427,-95.50489,81.23515,AK47,97,100,-85.45628,33.06247,0,False,True,False,65.39063,359.6484
ALEX* ;x,Terrorist,700.6705,-91.05641,81.91588,AK47,97,100,-81.97497,88.16762,0,False,True,False,64.33594,359.2969
ALEX* ;x,Terrorist,697.3954,-84.21384,82.96297,AK47,97,100,-31.57214,124.4111,0,False,True,False,63.98437,359.2969
ALEX* ;x,Terrorist,697.6955,-78.06653,83.90366,AK47,97,100,30.22765,93.52374,0,False,True,False,63.98437,358.9453
ALEX* ;x,Terrorist,699.5468,-72.64945,84.73261,AK47,97,100,-5.286612,79.50136,0,False,True,False,63.63281,358.9453
ALEX* ;x,Terrorist,697.1018,-67.35531,85.54276,AK47,97,100,-62.65465,88.77375,0,False,True,False,61.52344,358.2422
ALEX* ;x,Terrorist,692.5519,-62.14021,96.03125,AK47,97,100,-95.88751,101.8298,0,False,True,False,47.46093,356.8359
ALEX* ;x,Terrorist,684.2444,-56.05163,96.03125,AK47,97,100,-135.3965,-2.608408,0,False,True,False,16.17188,352.2656
ALEX* ;x,Terrorist,674.6852,-56.43147,96.03125,AK47,97,100,-165.4747,-5.303057,0,False,True,False,356.4844,348.0469
ALEX* ;x,Terrorist,665.464,-55.58979,85.19021,AK47,97,100,-166.884,35.63562,0,False,True,False,351.2109,346.2891
ALEX* ;x,Terrorist,653.9574,-51.08896,84.7813,AK47,97,100,-161.3717,84.22054,0,False,True,False,351.2109,345.9375
ALEX* ;x,Terrorist,643.9986,-44.68255,84.75946,AK47,97,100,-157.8481,115.3856,0,False,True,False,350.8594,344.8828
